feature_id	location	type	function	aliases	protein_md5
fig|1463165.1394.peg.4922	CCI165_S85_contig_38_988-258	CDS	Uncharacterized protein YrdB		ea31c7b1ad408f3a9c1928c74953d78b
fig|1463165.1394.peg.4923	CCI165_S85_contig_38_1803-819	CDS	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)		6664f18556975df8840fa17d2ef41e57
fig|1463165.1394.peg.4924	CCI165_S85_contig_38_2379-573	CDS	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)		30375039ac5b4c56f7bc661412f89fd3
fig|1463165.1394.peg.4925	CCI165_S85_contig_38_2926-543	CDS	Uncharacterized protein YrdD		51d2d01e1f34d67beda7a9d6d844e183
fig|1463165.1394.peg.4926	CCI165_S85_contig_38_3426-474	CDS	Protein of unknown function Smg		2b629ffe78f08597bce23e82a8dce771
fig|1463165.1394.peg.4927	CCI165_S85_contig_38_4522-1125	CDS	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake		b9ae5a71896d4d0748c1b689df4a2119
fig|1463165.1394.peg.4928	CCI165_S85_contig_38_4651+510	CDS	Peptide deformylase (EC 3.5.1.88)		d6d33e68321a55c191c099112131a9f0
fig|1463165.1394.peg.4929	CCI165_S85_contig_38_5175+948	CDS	Methionyl-tRNA formyltransferase (EC 2.1.2.9)		c50e244abec7aaa48ff12e937713ab69
fig|1463165.1394.peg.4930	CCI165_S85_contig_38_6175+1296	CDS	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)		c7f056925f0326a5b7255c3e8f7defd4
fig|1463165.1394.peg.4931	CCI165_S85_contig_38_7484+1377	CDS	Trk potassium uptake system protein TrkA		b115dc82f2c20f7463441afede8cc1c8
fig|1463165.1394.peg.4932	CCI165_S85_contig_38_9000+414	CDS	Large-conductance mechanosensitive channel		5bd9add176d7105921f5f0ccf7651da4
fig|1463165.1394.peg.4933	CCI165_S85_contig_38_10110-426	CDS	Transcriptional regulator ZntR, MerR family		d34ccd6f8b64953c3b56911b9ef2d71b
fig|1463165.1394.peg.4934	CCI165_S85_contig_38_10481-369	CDS	Uncharacterized protein YhdN		ef8930eb8c18d61a5c925e1c7bbacd09
fig|1463165.1394.peg.4935	CCI165_S85_contig_38_10976-387	CDS	LSU ribosomal protein L17p		a6e132f1802451f01e4dcfb322e4f6e6
fig|1463165.1394.peg.4936	CCI165_S85_contig_38_12006-990	CDS	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)		4db4e244ba50bb188b209700dbad63f2
fig|1463165.1394.peg.4937	CCI165_S85_contig_38_12652-621	CDS	SSU ribosomal protein S4p (S9e) @ SSU ribosomal protein S4p (S9e), zinc-independent		64578c72e4c6cb22f7602e5b7290d5e5
fig|1463165.1394.peg.4938	CCI165_S85_contig_38_13075-390	CDS	SSU ribosomal protein S11p (S14e)		cd2ade55df70dfcee4574b32401de264
fig|1463165.1394.peg.4939	CCI165_S85_contig_38_13448-357	CDS	SSU ribosomal protein S13p (S18e)		872d0a8e138801333274f18faea9e1fe
fig|1463165.1394.peg.4940	CCI165_S85_contig_38_15076-1332	CDS	Protein translocase subunit SecY		d8363c37241cb491bf04a2a6af17ffc1
fig|1463165.1394.peg.4941	CCI165_S85_contig_38_15518-435	CDS	LSU ribosomal protein L15p (L27Ae)		2f57517eb48de5b2988b9c688139f7e6
fig|1463165.1394.peg.4942	CCI165_S85_contig_38_15701-180	CDS	LSU ribosomal protein L30p (L7e)		4feffea74a7b86a96c498c445aa4994e
fig|1463165.1394.peg.4943	CCI165_S85_contig_38_16208-504	CDS	SSU ribosomal protein S5p (S2e)		8d714cd34298b982f5ed699eaa9952ac
fig|1463165.1394.peg.4944	CCI165_S85_contig_38_16576-354	CDS	LSU ribosomal protein L18p (L5e)		56aa23d4e137982cf428a6ee5372d2cc
fig|1463165.1394.peg.4945	CCI165_S85_contig_38_17119-534	CDS	LSU ribosomal protein L6p (L9e)		44d2327b2290519916da0546a26af09e
fig|1463165.1394.peg.4946	CCI165_S85_contig_38_17524-393	CDS	SSU ribosomal protein S8p (S15Ae)		3c0092e4eb02d84862b8ea4f43debefc
fig|1463165.1394.peg.4947	CCI165_S85_contig_38_17863-306	CDS	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent		9cd57dfeb1fee8b6c72fa6e6176d10d3
fig|1463165.1394.peg.4948	CCI165_S85_contig_38_18417-540	CDS	LSU ribosomal protein L5p (L11e)		1a6377b3ef5b5fc6796affa39279224a
fig|1463165.1394.peg.4949	CCI165_S85_contig_38_18746-315	CDS	LSU ribosomal protein L24p (L26e)		17619cacd8795734f1e7bcc936a920d2
fig|1463165.1394.peg.4950	CCI165_S85_contig_38_19128-372	CDS	LSU ribosomal protein L14p (L23e)		70efbaafae0277ce633efa6cf1c98a73
fig|1463165.1394.peg.4951	CCI165_S85_contig_38_19548-255	CDS	SSU ribosomal protein S17p (S11e)		1b66155b4d8467c2d27853090801ec3e
fig|1463165.1394.peg.4952	CCI165_S85_contig_38_19739-192	CDS	LSU ribosomal protein L29p (L35e)		ad144132a2d1365c3117af3fa157e542
fig|1463165.1394.peg.4953	CCI165_S85_contig_38_20149-411	CDS	LSU ribosomal protein L16p (L10e)		1faa9c5830eee7c841f41339d8e812a0
fig|1463165.1394.peg.4954	CCI165_S85_contig_38_20860-699	CDS	SSU ribosomal protein S3p (S3e)		65d260df8acc3a0e7c2880d08c124069
fig|1463165.1394.peg.4955	CCI165_S85_contig_38_21210-333	CDS	LSU ribosomal protein L22p (L17e)		5aeae9e3ab06271f97647e6cf172c357
fig|1463165.1394.peg.4956	CCI165_S85_contig_38_21503-279	CDS	SSU ribosomal protein S19p (S15e)		707f49a5e41dfbeb219aeb4bac8402d7
fig|1463165.1394.peg.4957	CCI165_S85_contig_38_22341-822	CDS	LSU ribosomal protein L2p (L8e)		f73a9c304b5faecd056e120c83f734cb
fig|1463165.1394.peg.4958	CCI165_S85_contig_38_22661-303	CDS	LSU ribosomal protein L23p (L23Ae)		173fb2cdaacd3678a7968e3a88b6734e
fig|1463165.1394.peg.4959	CCI165_S85_contig_38_23263-606	CDS	LSU ribosomal protein L4p (L1e)		faddc4fc04660dbb51c88b5d2b30c6f5
fig|1463165.1394.peg.4960	CCI165_S85_contig_38_23903-630	CDS	LSU ribosomal protein L3p (L3e)		ba5d5c50e8abc816c84ba4851d83c791
fig|1463165.1394.peg.4961	CCI165_S85_contig_38_24247-312	CDS	SSU ribosomal protein S10p (S20e)		45d53e98b9ae88d2567b52bea3a6f87c
fig|1463165.1394.peg.4962	CCI165_S85_contig_38_24610+507	CDS	Leader peptidase HopD		a71da5df05c6a0f662a6e9bb82ef2835
fig|1463165.1394.peg.4963	CCI165_S85_contig_38_25576-477	CDS	Bacterioferritin (EC 1.16.3.1)		36874d5d2c11eb5026a2da9ba854d8ca
fig|1463165.1394.peg.4964	CCI165_S85_contig_38_25844-195	CDS	Bacterioferritin-associated ferredoxin		cc8a5824c234056d18c6a8f6ba44749f
fig|1463165.1394.peg.4965	CCI165_S85_contig_39_1+840	CDS	hypothetical protein		c79bb4949a458ea548ac4353fd499c07
fig|1463165.1394.peg.4966	CCI165_S85_contig_39_1873-933	CDS	Uricase (urate oxidase) (EC 1.7.3.3)		d752e49fea03db9c686e7bb42d223c7e
fig|1463165.1394.peg.4967	CCI165_S85_contig_39_2629-744	CDS	Allantoin racemase (EC 5.1.99.3)		23707cd3b80a7421fcc6f18978a83158
fig|1463165.1394.peg.4968	CCI165_S85_contig_39_3345-717	CDS	Transcriptional regulator, GntR family		12b31ef487c7a3eaf25474f641e23238
fig|1463165.1394.peg.4969	CCI165_S85_contig_39_3490+1497	CDS	Cytosine/purine/uracil/thiamine/allantoin permease family protein		be511d2211b50b82b2abff9a7cece057
fig|1463165.1394.peg.4970	CCI165_S85_contig_39_5088+1311	CDS	Guanine deaminase (EC 3.5.4.3)		fdff173951e042a909aeebf5b116b04d
fig|1463165.1394.peg.4971	CCI165_S85_contig_39_7479-951	CDS	hypothetical protein		f5f0544ec85e83f1b50c9a53bc94cbeb
fig|1463165.1394.peg.4972	CCI165_S85_contig_39_8884-1293	CDS	Probable diguanylate cyclase YdaM		ae96f8c7928d73c388f03caae4523289
fig|1463165.1394.peg.4973	CCI165_S85_contig_39_9228+1053	CDS	Transcriptional regulator, LacI/PurR family		f5a174df72dfd2c7eedf4bf2a9a41531
fig|1463165.1394.peg.4974	CCI165_S85_contig_39_10471+924	CDS	Inosose dehydratase (EC 4.2.1.44)		c9e578523126447c20b81eb6aab7f4c5
fig|1463165.1394.peg.4975	CCI165_S85_contig_39_11408+1173	CDS	Oxidoreductase		22aed57534c26fae0acf303fdc3c2f7d
fig|1463165.1394.peg.4976	CCI165_S85_contig_39_13723-1107	CDS	corresponds to STY3950 from Accession AL513382: Salmonella typhi CT18		70ac47aecbaf41326d308fe87cb906d4
fig|1463165.1394.peg.4977	CCI165_S85_contig_39_14733-945	CDS	hypothetical protein		d4c89ff2c2cd06a95bfd0f7405701801
fig|1463165.1394.peg.4978	CCI165_S85_contig_39_15873-1122	CDS	Outer membrane protein/protective antigen OMA87		125e43cf988e76094013e5b397e084d9
fig|1463165.1394.peg.4979	CCI165_S85_contig_39_16264+696	CDS	Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety, TenA subgroup with Cys in active site		0a20b032bb3a0ffc2db8ba6ba8d395fc
fig|1463165.1394.peg.4980	CCI165_S85_contig_39_16956+729	CDS	Hydroxymethylpyrimidine ABC transporter, ATPase component		7967f4f68f6f60491bad58a45fa23dc3
fig|1463165.1394.peg.4981	CCI165_S85_contig_39_17681+741	CDS	Hydroxymethylpyrimidine ABC transporter, transmembrane component		ee32bbb913a05ab8dd80a50a65742cc8
fig|1463165.1394.peg.4982	CCI165_S85_contig_39_18446+936	CDS	Hydroxymethylpyrimidine ABC transporter, substrate-binding component		eee3e3caedf3de2a63b0739c1d67cdce
fig|1463165.1394.peg.4983	CCI165_S85_contig_39_19691+1383	CDS	Diaminobutyrate--2-oxoglutarate aminotransferase (EC 2.6.1.76)		8c6472e7649671196cda2e3a944d4067
fig|1463165.1394.peg.4984	CCI165_S85_contig_39_21092+1473	CDS	L-2,4-diaminobutyrate decarboxylase (EC 4.1.1.86)		06382e8ccf1c2485558e8d4ee57339e2
fig|1463165.1394.peg.4985	CCI165_S85_contig_39_22787+882	CDS	Transcriptional regulator, LysR family		ee7c1d11d9188239d5ff177618835971
fig|1463165.1394.peg.4986	CCI165_S85_contig_39_25203-1191	CDS	Cytochrome c biogenesis protein, transmembrane region		d2d0a9b8179ce07be1f60b3bda047256
fig|1463165.1394.peg.4987	CCI165_S85_contig_40_2+3048	CDS	Exodeoxyribonuclease VIII (EC 3.1.11.-)		befc79f19be68ddd9bff61cab1d0a596
fig|1463165.1394.peg.4988	CCI165_S85_contig_40_3062+1110	CDS	Gifsy-2 prophage RecT		b2eb9585db86e83c7d8e1856ca1098f4
fig|1463165.1394.peg.4989	CCI165_S85_contig_40_4206+339	CDS	hypothetical protein		a53a24c5d1a356aa994165ddd51ae0b2
fig|1463165.1394.peg.4990	CCI165_S85_contig_40_4537+612	CDS	Phage EaA protein		06976c0ece05cbb86efc00744b9a0667
fig|1463165.1394.peg.4991	CCI165_S85_contig_40_5145+309	CDS	hypothetical protein		050aafdbafb43328cd39a2e074266f2a
fig|1463165.1394.peg.4992	CCI165_S85_contig_40_5736+279	CDS	hypothetical protein		36361addd32d7626e3bc0e26fd4bd0d0
fig|1463165.1394.peg.4993	CCI165_S85_contig_40_7221-1230	CDS	integrase		fb612da29818b56a533bc8049e383e56
fig|1463165.1394.peg.4994	CCI165_S85_contig_40_8132-480	CDS	Sigma factor RpoE regulatory protein RseC		a54b6c1843f9436b964e60f29681a714
fig|1463165.1394.peg.4995	CCI165_S85_contig_40_9085-957	CDS	Sigma factor RpoE negative regulatory protein RseB precursor		f0fb5ba568a88cec9e483410afc27a9f
fig|1463165.1394.peg.4996	CCI165_S85_contig_40_9735-651	CDS	Sigma factor RpoE negative regulatory protein RseA		69b825aa1b25337ca077efa302cee417
fig|1463165.1394.peg.4997	CCI165_S85_contig_40_10343-576	CDS	RNA polymerase sigma factor RpoE		a99f691cd97ca0cb2741bfbf86bd71ee
fig|1463165.1394.peg.4998	CCI165_S85_contig_40_10430+135	CDS	hypothetical protein		805b8d3e178756b94f0155dc3bcedebc
fig|1463165.1394.peg.4999	CCI165_S85_contig_40_10764+1620	CDS	L-aspartate oxidase (EC 1.4.3.16)		f7dca0ecdd7042f2b9dedf2c9b1c11b2
fig|1463165.1394.peg.5000	CCI165_S85_contig_40_13105-738	CDS	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223)		6fc5ab10008a4d0fa235e8c282990a0e
fig|1463165.1394.peg.5001	CCI165_S85_contig_40_13237+1332	CDS	ATP-dependent RNA helicase SrmB		770c7ddeb8be4f0898f57c2b059a3dde
fig|1463165.1394.peg.5002	CCI165_S85_contig_40_14997-384	CDS	Autonomous glycyl radical cofactor		aa161e8e5c11c299a99c6aa58745ff22
fig|1463165.1394.peg.5003	CCI165_S85_contig_40_15309+690	CDS	Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)		27c5bb6ba68deaf62e151f78b1823a8f
fig|1463165.1394.peg.5004	CCI165_S85_contig_40_17140-1086	CDS	Uncharacterized tRNA/rRNA methyltransferase YfiF		32283448365027de0a0c69bb5334a5d8
fig|1463165.1394.peg.5005	CCI165_S85_contig_40_17344+426	CDS	Thioredoxin 2		624e878a5962d204e91e568cd07edd4e
fig|1463165.1394.peg.5006	CCI165_S85_contig_40_17839+699	CDS	Uncharacterized conserved protein YfiP, contains DTW domain		630072f800bb38e592a0a867d9398295
fig|1463165.1394.peg.5007	CCI165_S85_contig_40_18572+2652	CDS	Protein lysine acetyltransferase Pat (EC 2.3.1.-)		b0cc2d8503d97051dd13f5121052a991
fig|1463165.1394.peg.5008	CCI165_S85_contig_40_21344+1356	CDS	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)		e321088d18ad1518df459442aa455d6b
fig|1463165.1394.peg.5009	CCI165_S85_contig_40_22741+324	CDS	Putative outer membrane lipoprotein		bda47adf7c51c425603e8439fcd397e8
fig|1463165.1394.peg.5010	CCI165_S85_contig_40_24366-1299	CDS	Alpha-ketoglutarate permease		d9d6c13bbfe7b33bba769cf2bab2c536
fig|1463165.1394.peg.5011	CCI165_S85_contig_40_24546+153	CDS	hypothetical protein		b14e5625fe63f47add50110751bc60d1
fig|1463165.1394.peg.5012	CCI165_S85_contig_41_2+243	CDS	Mobile element protein		c546b7a48737e9c9ed024326bad4c6bf
fig|1463165.1394.peg.5013	CCI165_S85_contig_41_554-138	CDS	hypothetical protein		fb2c0fd9189ddc4ccde0385f1e034a13
fig|1463165.1394.peg.5014	CCI165_S85_contig_41_1269-435	CDS	Copper-binding protein PcoE		e0cb6283c9b36800c52e03aa25a55d86
fig|1463165.1394.peg.5015	CCI165_S85_contig_41_2885-1401	CDS	Sensory protein kinase PcoS (EC 2.7.13.3)		e45cfcb5f83068e7b2d3493a56a7cc20
fig|1463165.1394.peg.5016	CCI165_S85_contig_41_3562-681	CDS	Transcriptional regulator PcoR		a9d978c89833590e454522e7840fb4e6
fig|1463165.1394.peg.5017	CCI165_S85_contig_41_4546-930	CDS	Copper resistance protein CopD		7b9b0903c26163917b54fd9bc48ebd87
fig|1463165.1394.peg.5018	CCI165_S85_contig_41_4931-381	CDS	Copper resistance protein CopC		1555357cc34d80e0334c1b997df5ce2a
fig|1463165.1394.peg.5019	CCI165_S85_contig_41_5867-897	CDS	Copper resistance protein B		75d5b5ee46f224d08b13ce324c725643
fig|1463165.1394.peg.5020	CCI165_S85_contig_41_7684-1818	CDS	Multicopper oxidase		e38816d95c74b080ac2e4cb3cf0ee461
fig|1463165.1394.peg.5021	CCI165_S85_contig_41_7919+450	CDS	Copper-binding protein PcoE		57de046058a47a8a17f89b631b2110ef
fig|1463165.1394.peg.5022	CCI165_S85_contig_41_8657+738	CDS	Cell wall endopeptidase, family M23/M37		21e4b73f4c74abc70ecd5330b99563dc
fig|1463165.1394.peg.5023	CCI165_S85_contig_41_9625-198	CDS	hypothetical protein		c29fc152d7f672c92992e620b4d35510
fig|1463165.1394.peg.5024	CCI165_S85_contig_41_12107-2442	CDS	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)		6ebbec2a2ac6a6c33c0413125e50c1d4
fig|1463165.1394.peg.5025	CCI165_S85_contig_41_12675-441	CDS	CopG protein		c7842ae1b4cf2b90e651ff779f8f98f5
fig|1463165.1394.peg.5026	CCI165_S85_contig_41_15908-3147	CDS	Copper/silver efflux RND transporter, transmembrane protein CusA		88f2b6c3415435ff22f3edfda21c0bdf
fig|1463165.1394.peg.5027	CCI165_S85_contig_41_17211-1293	CDS	Copper/silver efflux RND transporter, membrane fusion protein CusB		a5bac71a72a8db2138b5ca53427444eb
fig|1463165.1394.peg.5028	CCI165_S85_contig_41_17678-354	CDS	Copper/silver efflux RND transporter, periplasmic protein CusF		c94b9d965c478a2bac062b1ddd1ebfb1
fig|1463165.1394.peg.5029	CCI165_S85_contig_41_19092-1386	CDS	Copper/silver efflux RND transporter, outer membrane protein CusC		48c4a317eac3b635da21aa5c8608921b
fig|1463165.1394.peg.5030	CCI165_S85_contig_41_19282+681	CDS	Copper-sensing two-component system response regulator CusR		21ae166363b5ffa105009e84a85a39bc
fig|1463165.1394.peg.5031	CCI165_S85_contig_41_19955+1476	CDS	Copper sensory histidine kinase CusS		b51e2c1f52c3663e0c20e4d932e8026a
fig|1463165.1394.peg.5032	CCI165_S85_contig_41_21681+432	CDS	Silver-binding protein silE precursor		4022084a4cd41952571d16a04b83f656
fig|1463165.1394.peg.5033	CCI165_S85_contig_41_22256+351	CDS	hypothetical protein		c9d349af8ee0f56d2d3ed1289c926446
fig|1463165.1394.peg.5034	CCI165_S85_contig_41_22978-144	CDS	hypothetical protein		bcf7dbad3de054b7e57fda312394a9c1
fig|1463165.1394.peg.5035	CCI165_S85_contig_41_23902-909	CDS	Hnh endonuclease		04639e60b79c49867553fd0288f47fc6
fig|1463165.1394.peg.5036	CCI165_S85_contig_42_3+1314	CDS	c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeA		42f83946a810c74a12cdcb4b21b0a160
fig|1463165.1394.peg.5037	CCI165_S85_contig_42_2567-1203	CDS	Na+ dependent nucleoside transporter NupC		4ffc4bb9519839b3c56f9d8649524abb
fig|1463165.1394.peg.5038	CCI165_S85_contig_42_2913+1242	CDS	Manganese transport protein MntH		ccb048885f568ba0e90da84f1f10fa6b
fig|1463165.1394.peg.5039	CCI165_S85_contig_42_4570-360	CDS	Uncharacterized protein YpeC		193d458ae9b9607c7a6679e945e370ca
fig|1463165.1394.peg.5040	CCI165_S85_contig_42_5693-993	CDS	Putative oxidoreductase STM2406		5f3e1f0763c22fadc8ad8ffa215e6197
fig|1463165.1394.peg.5041	CCI165_S85_contig_42_5874+1662	CDS	Pyruvate decarboxylase (EC 4.1.1.1); Alpha-keto-acid decarboxylase (EC 4.1.1.-)		0686971edc8f12f5d24dd5071ac5c667
fig|1463165.1394.peg.5042	CCI165_S85_contig_42_8767-1236	CDS	Chloride channel protein		7aeb39ea3943c06379b03b82b7bf0485
fig|1463165.1394.peg.5043	CCI165_S85_contig_42_9031+966	CDS	Glucokinase (EC 2.7.1.2)		0a258552efcaadf799a2260e77171d6d
fig|1463165.1394.peg.5044	CCI165_S85_contig_42_10803-753	CDS	Two-component transcriptional response regulator YpdB		f20b8c642be06e4ea1812b87614017de
fig|1463165.1394.peg.5045	CCI165_S85_contig_42_12497-1698	CDS	Sensor histidine kinase YpdA		861787cd9b4ae529a9f69f5986f75ad4
fig|1463165.1394.peg.5046	CCI165_S85_contig_42_12881+1215	CDS	Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)		a65ac132e8a10c3b7fc3dcdcd3ce247e
fig|1463165.1394.peg.5047	CCI165_S85_contig_42_15770-1197	CDS	Cyanate transport protein CynX		eb7e9f67d7ede08a51240d2d5fc17075
fig|1463165.1394.peg.5048	CCI165_S85_contig_42_16225-459	CDS	Guanine deaminase (EC 3.5.4.3)		b31dcec0c4ed648bcf197579429f525a
fig|1463165.1394.peg.5049	CCI165_S85_contig_42_16358+909	CDS	Cyn operon transcriptional activator		d32a170656ef98e2970bef5307a2ff23
fig|1463165.1394.peg.5050	CCI165_S85_contig_42_18157-861	CDS	hypothetical protein		8595531a14baaea73eadbe354382657c
fig|1463165.1394.peg.5051	CCI165_S85_contig_42_19005-483	CDS	hypothetical protein		a14addb58c097e3bfb7431bc5e412e7d
fig|1463165.1394.peg.5052	CCI165_S85_contig_42_20379-1257	CDS	GGDEF domain protein		b1074c52f82cd43be1a798bb0518ba50
fig|1463165.1394.peg.5053	CCI165_S85_contig_43_312+1122	CDS	LSU ribosomal protein L16p arginine hydroxylase		5eac78ff2b2cb64adfc74d6576766650
fig|1463165.1394.peg.5054	CCI165_S85_contig_43_2930-1440	CDS	Copper sensory histidine kinase CusS		f5abad31abcd3cb7e41a59c146c4b6d5
fig|1463165.1394.peg.5055	CCI165_S85_contig_43_3603-684	CDS	Copper-sensing two-component system response regulator CusR		921e6f35ad6b399326ab99e86c5e607f
fig|1463165.1394.peg.5056	CCI165_S85_contig_43_3668+1494	CDS	Copper/silver efflux RND transporter, outer membrane protein CusC		22d174b05f095f1c3a2d6483fe48725a
fig|1463165.1394.peg.5057	CCI165_S85_contig_43_5179+345	CDS	Copper/silver efflux RND transporter, periplasmic protein CusF		2e99b33ff2bda3a1c5aa6074c42cd641
fig|1463165.1394.peg.5058	CCI165_S85_contig_43_5568+1272	CDS	Copper/silver efflux RND transporter, membrane fusion protein CusB		9b0f773d45275853ec73c76a39290760
fig|1463165.1394.peg.5059	CCI165_S85_contig_43_6851+3150	CDS	Copper/silver efflux RND transporter, transmembrane protein CusA		61414afe2109616b13398005fd4affa9
fig|1463165.1394.peg.5060	CCI165_S85_contig_43_10061+360	CDS	Putative inner membrane protein		0ab448460a6dbe07bc67e34925d79988
fig|1463165.1394.peg.5061	CCI165_S85_contig_43_10963-534	CDS	Lipocalin Blc		22026cf81e6c08e17d8361b3d9d800af
fig|1463165.1394.peg.5062	CCI165_S85_contig_43_11081+729	CDS	Transcriptional regulator STM1390		5b48de91385ed3e9950fda1af65787d7
fig|1463165.1394.peg.5063	CCI165_S85_contig_43_12041+435	CDS	FIG002994: Putative transcriptional regulator		32ff9706a0614de63c4a55a861811079
fig|1463165.1394.peg.5064	CCI165_S85_contig_43_12472+720	CDS	Oxidoreductase, short-chain dehydrogenase/reductase family		de3f3c84047534d6ce13b7c2c4dc495f
fig|1463165.1394.peg.5065	CCI165_S85_contig_43_13188+1260	CDS	Amine oxidase, flavin-containing		1465c3ecd0ce7ba3767eceb917e1abbc
fig|1463165.1394.peg.5066	CCI165_S85_contig_43_14449+723	CDS	FIG001571: Hypothetical protein		686464768081b117ad2fd26503239e88
fig|1463165.1394.peg.5067	CCI165_S85_contig_43_15168+1221	CDS	S-adenosyl-L-methionine dependent methyltransferase, similar to cyclopropane-fatty-acyl-phospholipid synthase		6a32bca076f48cce7695c03abf1e58ae
fig|1463165.1394.peg.5068	CCI165_S85_contig_43_16385+486	CDS	FIG147341: Hypothetical protein		a7739cdff0c1481cea3c9cc1bd52bd4b
fig|1463165.1394.peg.5069	CCI165_S85_contig_43_16867+525	CDS	FIG026291: Hypothetical periplasmic protein		4b1c0936688fd0279cf8b8e262538258
fig|1463165.1394.peg.5070	CCI165_S85_contig_43_17388+552	CDS	FIG002577: Putative lipoprotein precursor		541df4638ed90504758b36a0a16661c3
fig|1463165.1394.peg.5071	CCI165_S85_contig_43_17936+960	CDS	COG1683: Uncharacterized conserved protein / FIG143828: Hypothetical protein YbgA		fb2b00c058070be4fa6b40570b886166
fig|1463165.1394.peg.5072	CCI165_S85_contig_43_19435-366	CDS	Outer membrane porin KPN_04057/KPN_04724		95318ef64632f4906d92d6df47a5f612
fig|1463165.1394.peg.5073	CCI165_S85_contig_44_2+525	CDS	Mobile element protein		0ff38065e19d0f22abb598da32fa1cd4
fig|1463165.1394.peg.5074	CCI165_S85_contig_44_743+333	CDS	hypothetical protein		e8c99341795d321218714f55b3ccd1f2
fig|1463165.1394.peg.5075	CCI165_S85_contig_44_1638-504	CDS	hypothetical protein		faf4ed6105a0937d90963569a4f715bb
fig|1463165.1394.peg.5076	CCI165_S85_contig_44_3242-1569	CDS	hypothetical protein		c89f775702bfdbd6aae2d0b5b1fdd03c
fig|1463165.1394.peg.5077	CCI165_S85_contig_44_4468-1176	CDS	hypothetical protein		4699c3cbb130151de5914f57ff2dd035
fig|1463165.1394.peg.5078	CCI165_S85_contig_44_5222-726	CDS	ABC transporter, ATP-binding protein		cd1c4c7839f932c5248cb3fcfaf4fcc0
fig|1463165.1394.peg.5079	CCI165_S85_contig_44_7189-1968	CDS	PpkA		74472533ec05e896a02e3a1c1eabec18
fig|1463165.1394.peg.5080	CCI165_S85_contig_44_8205-1020	CDS	FIG00956791: hypothetical protein		57021427ffd08b56e0178db696553355
